age,sex_enc,priors_count,juv_fel_count,juv_misd_count,juv_other_count,days_b_screening_arrest,c_days_from_compas,jail_duration,decile_score,v_decile_score,charge_degree,convicted_proxy,two_year_recid
38,1,6,1,0,0,-52.0,52.0,52.0,4,3,1,0,0
23,1,0,0,0,0,-1.0,1.0,0.0,2,4,1,0,0
28,0,1,0,0,0,-2.0,2.0,0.0,5,2,0,1,0
45,1,0,0,0,0,0.0,1.0,1.0,1,1,1,1,0
39,1,1,0,0,0,-1.0,1.0,13.0,1,2,1,1,0
79,1,1,0,0,0,-22.0,22.0,1.0,1,1,0,1,0
48,1,1,0,0,0,-1.0,1.0,0.0,1,1,1,1,0
20,1,2,0,2,1,-1.0,1.0,31.0,8,8,1,1,1
31,1,5,1,0,0,-1.0,1.0,0.0,8,3,0,0,0
30,1,4,0,1,0,-3.0,3.0,0.0,5,2,0,1,1
32,1,5,0,0,0,-1.0,1.0,0.0,4,2,1,1,1
56,1,1,0,0,0,-1.0,1.0,3.0,1,1,0,1,0
43,1,2,0,0,0,-1.0,1.0,2.0,1,1,0,1,0
20,1,0,0,0,2,-1.0,1.0,0.0,3,5,1,1,0
27,1,21,0,0,0,0.0,0.0,35.0,7,3,1,1,1
41,1,0,0,0,0,-4.0,4.0,3.0,6,2,0,1,0
24,1,1,0,0,0,-1.0,1.0,1.0,3,3,1,1,0
43,1,3,0,0,0,-4.0,4.0,1.0,1,1,0,1,1
33,0,1,0,0,0,-1.0,1.0,1.0,1,1,1,0,0
22,1,0,0,0,0,-1.0,1.0,9.0,3,4,1,1,0
34,1,3,0,0,0,-1.0,1.0,1.0,1,1,1,1,0
36,1,0,0,0,0,0.0,0.0,0.0,1,1,0,1,0
69,1,0,0,0,0,-1.0,1.0,0.0,5,1,1,1,0
32,1,5,0,0,0,-1.0,1.0,0.0,5,4,1,0,1
22,1,1,0,0,0,0.0,0.0,0.0,7,5,1,1,1
46,1,0,0,0,0,-1.0,1.0,78.0,5,2,1,1,0
34,1,1,0,0,0,-14.0,15.0,1.0,5,3,0,1,0
32,0,0,0,0,0,0.0,0.0,10.0,1,1,0,1,0
39,1,0,0,0,0,-1.0,1.0,0.0,1,1,0,1,0
25,1,6,0,0,1,-1.0,1.0,1.0,7,7,0,1,1
21,0,0,0,0,1,-1.0,1.0,1.0,4,6,0,1,1
63,1,9,0,0,0,0.0,1.0,1.0,6,1,1,1,1
24,1,8,0,0,0,-1.0,1.0,0.0,4,5,1,1,1
29,1,2,0,0,0,-2.0,2.0,1.0,5,4,0,1,0
20,1,3,0,3,0,0.0,0.0,-1.0,8,8,1,1,1
40,0,0,0,0,0,-1.0,1.0,2.0,5,2,0,1,0
30,1,7,0,0,0,0.0,0.0,0.0,8,4,1,0,1
36,1,10,0,0,0,54.0,5.0,6.0,5,4,0,1,1
50,1,5,0,0,0,-8.0,8.0,5.0,7,1,1,0,0
37,1,4,0,0,0,-1.0,1.0,75.0,7,7,0,1,1
34,1,1,0,0,0,0.0,1.0,-1.0,7,2,1,1,0
35,0,0,0,0,0,-1.0,1.0,1.0,2,1,1,1,0
31,0,1,0,0,0,-1.0,1.0,1.0,2,1,0,1,1
23,1,10,0,0,1,-1.0,0.0,70.0,7,6,1,0,0
22,1,0,0,0,0,-1.0,1.0,32.0,4,5,1,1,1
37,1,2,0,0,0,-1.0,1.0,4.0,1,1,1,0,1
20,1,0,0,0,0,-2.0,2.0,0.0,4,7,1,1,0
54,1,22,0,0,0,83.0,172.0,0.0,7,3,1,1,1
26,1,2,0,0,0,-1.0,1.0,0.0,5,4,1,1,0
34,1,12,0,0,0,-1.0,1.0,11.0,9,5,1,1,1
59,1,2,0,0,0,-15.0,15.0,0.0,1,1,0,1,1
37,1,2,0,0,0,-12.0,12.0,12.0,2,3,0,1,0
38,1,0,0,0,0,-1.0,1.0,0.0,1,1,1,1,1
45,1,1,0,0,0,-1.0,1.0,5.0,1,1,1,1,1
22,1,1,0,0,0,-1.0,1.0,36.0,8,7,1,1,0
24,1,3,0,0,1,26.0,1.0,35.0,8,6,1,1,1
25,1,5,0,0,0,-1.0,1.0,36.0,5,7,1,1,0
24,1,6,0,0,0,-1.0,1.0,1.0,6,6,1,1,1
20,1,1,0,0,0,-1.0,1.0,1.0,4,7,0,1,1
32,0,2,0,0,0,-1.0,1.0,0.0,2,2,1,1,1
39,1,8,0,0,0,-75.0,75.0,20.0,6,4,1,0,0
49,1,3,0,0,0,-1.0,1.0,0.0,8,2,1,1,1
20,1,1,1,0,0,57.0,117.0,0.0,4,6,1,1,1
31,1,11,0,0,0,-1.0,1.0,0.0,7,2,1,0,1
58,1,7,0,0,0,-1.0,1.0,185.0,7,3,1,1,1
50,1,2,0,0,0,0.0,0.0,0.0,1,1,0,1,0
26,1,11,0,1,1,-1.0,1.0,1.0,7,4,1,1,1
20,1,1,1,0,0,-20.0,20.0,2.0,6,8,1,0,0
39,1,1,0,0,0,-48.0,48.0,0.0,1,1,1,1,0
51,1,1,0,0,0,-1.0,1.0,1.0,2,1,0,1,1
30,1,2,0,0,0,-1.0,1.0,18.0,2,2,0,1,0
39,1,0,0,0,0,-1.0,1.0,3.0,1,1,0,1,0
26,1,9,1,0,0,-84.0,84.0,50.0,9,9,1,0,1
26,1,2,0,0,0,-1.0,1.0,33.0,6,4,1,1,0
35,1,13,1,0,0,-188.0,188.0,134.0,9,5,1,1,1
20,1,0,0,0,0,-1.0,1.0,0.0,5,6,0,1,0
51,0,7,0,0,0,-157.0,157.0,146.0,5,2,1,1,0
26,0,0,0,0,0,-4.0,4.0,0.0,5,4,1,1,0
26,1,5,0,0,0,-1.0,1.0,2.0,4,3,1,1,0
20,1,0,0,0,2,-1.0,1.0,1.0,2,6,1,1,0
28,1,0,0,0,0,0.0,0.0,15.0,3,3,1,1,1
23,1,1,0,1,2,-1.0,1.0,0.0,2,4,0,1,1
21,0,0,0,0,0,-4.0,4.0,0.0,5,7,0,1,0
25,1,0,0,0,0,-1.0,1.0,1.0,9,8,1,1,1
30,1,0,0,0,0,-1.0,1.0,1.0,3,2,1,1,0
21,1,2,0,2,7,-3.0,4.0,0.0,9,9,1,1,1
20,1,1,1,0,0,13.0,77.0,40.0,7,9,1,0,1
24,1,5,0,0,0,16.0,504.0,18.0,6,4,1,0,1
35,1,22,0,0,0,0.0,0.0,2.0,10,7,1,1,1
27,0,0,0,0,0,-1.0,1.0,2.0,3,3,1,1,1
50,1,2,0,0,0,-1.0,1.0,9.0,2,1,1,0,1
25,1,5,0,0,0,-1.0,1.0,1.0,9,9,0,0,0
31,1,12,1,1,1,-1.0,1.0,40.0,8,5,0,1,1
26,1,0,0,0,0,-1.0,1.0,1.0,9,10,1,1,0
22,1,0,0,0,0,-1.0,1.0,1.0,4,5,1,1,0
29,1,0,0,0,0,0.0,0.0,0.0,3,3,1,1,0
33,1,2,0,0,0,0.0,1.0,0.0,1,1,1,1,1
52,1,1,0,0,0,-1.0,1.0,0.0,1,1,1,1,0
37,1,0,0,0,0,-1.0,1.0,0.0,1,1,0,1,1
21,1,0,0,0,0,-1.0,1.0,0.0,7,7,1,1,0
21,1,1,0,0,0,0.0,1.0,-1.0,8,6,1,1,0
20,0,0,0,0,0,0.0,0.0,2.0,8,5,1,1,1
43,1,1,0,0,0,-1.0,1.0,0.0,1,1,0,1,1
30,1,1,0,0,0,-1.0,1.0,1.0,1,1,1,1,1
33,0,3,0,0,0,0.0,1.0,4.0,4,2,0,1,1
24,1,3,0,0,0,0.0,0.0,93.0,7,6,1,1,0
52,0,0,0,0,0,-1.0,1.0,0.0,1,1,0,1,1
30,0,11,0,0,0,0.0,0.0,6.0,7,3,1,1,1
30,0,0,0,0,0,-1.0,1.0,0.0,2,2,0,1,0
47,1,13,0,0,0,0.0,0.0,0.0,2,1,1,1,1
41,1,9,0,1,0,-1.0,733.0,2.0,9,6,0,1,0
21,1,4,1,0,0,-1.0,1.0,0.0,10,10,1,0,1
48,1,6,0,0,0,-26.0,27.0,5.0,2,1,1,1,0
52,1,2,0,0,0,-1.0,1.0,33.0,9,3,1,1,1
34,0,1,0,0,0,-1.0,1.0,1.0,1,1,0,1,0
35,1,0,0,0,0,-1.0,1.0,1.0,3,2,1,1,1
25,1,1,0,0,0,-1.0,1.0,1.0,4,3,1,1,1
24,1,1,0,0,1,-1.0,1.0,0.0,2,3,1,1,1
31,1,1,0,0,0,583.0,512.0,5.0,7,2,1,0,0
43,1,3,0,0,0,93.0,247.0,21.0,8,3,1,1,1
25,1,1,0,0,0,0.0,0.0,0.0,2,3,0,1,0
34,1,20,0,1,0,-1.0,1.0,26.0,9,5,1,1,1
25,1,2,0,0,0,-1.0,1.0,0.0,4,3,1,1,1
24,1,4,1,0,0,-1.0,1.0,0.0,6,5,1,1,1
56,1,6,0,0,0,-1.0,1.0,0.0,1,1,1,1,0
23,1,0,0,0,0,0.0,1.0,0.0,4,5,1,1,0
21,1,0,0,0,0,-1.0,1.0,1.0,4,6,0,1,0
66,1,0,0,0,0,-1.0,1.0,1.0,1,1,0,1,0
28,1,7,0,0,0,-1.0,1.0,0.0,7,4,0,1,0
29,1,0,0,0,0,0.0,0.0,-1.0,1,1,0,1,0
22,1,3,0,0,0,0.0,1.0,2.0,7,5,1,1,1
39,1,0,0,0,0,-1.0,1.0,1.0,1,1,1,1,0
33,1,9,0,0,1,-1.0,1.0,1.0,8,4,0,1,1
29,1,2,0,0,0,-1.0,1.0,0.0,1,3,1,0,1
31,1,1,0,0,0,-1.0,1.0,1.0,2,2,1,0,0
22,1,0,0,0,0,-1.0,1.0,53.0,8,6,0,1,0
22,0,0,0,0,0,-1.0,1.0,0.0,5,5,0,1,0
35,1,3,0,0,2,0.0,1.0,1.0,4,1,1,1,0
29,1,3,0,0,0,-1.0,1.0,1.0,4,4,1,1,1
56,1,1,0,0,0,-1.0,1.0,0.0,1,1,1,1,0
34,0,0,0,0,0,-1.0,1.0,0.0,1,1,1,1,0
23,1,1,0,0,0,-1.0,1.0,3.0,4,5,1,1,1
27,1,1,1,0,0,0.0,1.0,0.0,5,4,1,1,1
43,1,2,0,0,0,-1.0,1.0,0.0,1,1,1,0,0
38,1,0,0,0,0,-1.0,1.0,0.0,1,1,1,1,0
39,1,3,0,0,0,-1.0,1.0,0.0,3,6,1,1,0
24,1,1,0,0,1,-1.0,1.0,0.0,3,3,1,1,1
26,1,2,0,0,0,0.0,0.0,-1.0,3,3,0,1,0
55,0,0,0,0,0,-1.0,1.0,1.0,1,1,0,1,0
35,1,1,0,0,0,-1.0,1.0,0.0,6,2,1,1,1
61,1,25,0,0,0,-1.0,1.0,1.0,7,4,1,1,0
33,1,0,0,0,0,-1.0,1.0,10.0,1,2,0,1,0
40,1,4,0,0,0,0.0,1.0,1.0,7,7,1,1,0
33,1,3,0,0,0,0.0,1.0,0.0,2,1,1,1,0
26,1,0,0,0,0,-1.0,1.0,1.0,6,4,1,1,1
32,1,15,0,1,0,0.0,1.0,90.0,9,9,1,0,1
28,1,0,0,0,0,-1.0,1.0,0.0,2,3,1,1,0
45,1,0,0,0,0,-1.0,1.0,1.0,1,1,0,1,0
30,1,0,0,0,0,-1.0,1.0,37.0,9,3,1,1,1
57,0,4,0,0,0,-1.0,1.0,257.0,2,1,1,0,0
26,1,3,0,0,0,-1.0,1.0,47.0,7,9,1,1,1
35,1,1,0,0,0,-1.0,1.0,0.0,8,4,1,1,0
54,1,0,0,0,0,0.0,0.0,2.0,1,1,1,1,0
29,0,0,0,0,0,-1.0,1.0,2.0,5,4,1,1,0
40,0,0,0,0,0,-1.0,1.0,1.0,2,1,0,1,0
28,1,1,0,0,0,-1.0,1.0,1.0,2,3,1,1,1
25,0,0,0,0,1,-1.0,1.0,0.0,2,2,0,1,0
44,1,3,0,0,0,-1.0,1.0,2.0,6,5,0,1,0
48,1,1,0,0,0,-31.0,31.0,0.0,1,1,0,1,0
59,0,1,0,0,0,-302.0,302.0,60.0,1,1,1,1,0
23,1,4,0,0,1,-1.0,1.0,0.0,4,4,1,1,1
29,1,0,0,0,0,-1.0,1.0,72.0,2,2,1,1,0
56,1,0,0,0,0,-4.0,4.0,0.0,1,1,0,1,0
27,0,0,0,0,0,-1.0,1.0,1.0,3,3,0,1,0
29,0,0,0,0,0,-1.0,1.0,0.0,7,3,0,1,0
34,0,4,0,0,0,-1.0,1.0,0.0,4,2,0,1,0
22,0,0,0,0,0,0.0,1.0,-1.0,7,6,1,1,0
40,1,5,0,0,0,7.0,42.0,0.0,1,2,1,1,1
31,1,0,0,0,0,-1.0,1.0,2.0,1,1,1,1,0
47,1,3,0,0,0,-1.0,1.0,1.0,2,1,1,1,0
24,1,8,0,0,0,-1.0,1.0,49.0,7,7,1,1,1
20,0,1,0,0,0,-49.0,50.0,36.0,4,6,1,1,0
39,1,4,0,0,0,-1.0,1.0,118.0,9,5,1,1,0
29,1,10,0,0,0,0.0,1.0,0.0,6,6,1,1,1
30,1,2,0,0,0,-1.0,1.0,6.0,2,2,1,1,0
26,0,4,0,0,0,-1.0,1.0,0.0,9,7,1,1,1
61,1,2,0,0,0,0.0,1.0,0.0,8,10,0,1,0
37,1,3,0,0,0,0.0,0.0,0.0,4,3,0,1,0
38,1,1,0,0,0,-1.0,1.0,1.0,1,1,1,1,1
24,1,2,0,0,0,176.0,53.0,49.0,5,3,1,0,1
30,1,0,0,0,0,-1.0,1.0,1.0,9,7,0,1,0
20,1,0,0,0,1,-1.0,1.0,0.0,5,6,0,1,1
56,1,22,0,0,0,-1.0,1.0,71.0,9,5,1,1,1
50,0,3,0,0,0,0.0,0.0,0.0,3,1,1,1,1
47,1,0,0,0,0,-1.0,1.0,2.0,1,1,1,1,0
56,1,5,0,0,0,-238.0,238.0,238.0,1,1,1,1,0
58,0,1,0,0,0,-345.0,133.0,0.0,5,3,1,0,0
30,1,10,0,0,0,18.0,0.0,0.0,6,4,1,0,1
28,1,12,0,0,0,-69.0,1.0,5.0,6,5,0,0,1
59,1,1,0,0,0,-1.0,1.0,62.0,1,1,0,1,0
20,1,1,1,0,0,-1.0,1.0,187.0,10,10,1,1,1
23,1,4,0,1,0,-1.0,1.0,2.0,9,9,0,1,1
28,0,2,0,0,0,-3.0,3.0,0.0,6,2,1,1,1
50,1,3,0,0,0,-1.0,1.0,33.0,9,4,1,1,1
35,1,3,0,0,0,0.0,0.0,0.0,5,4,0,1,1
22,1,1,0,0,0,0.0,1.0,5.0,9,7,1,1,1
41,0,0,0,0,0,-1.0,1.0,1.0,1,1,1,1,0
22,1,0,0,0,0,-1.0,1.0,2.0,7,7,1,1,0
46,1,3,0,0,0,-33.0,33.0,29.0,6,7,0,1,1
61,1,8,0,0,0,-22.0,22.0,0.0,2,1,1,1,1
26,1,5,0,0,0,-1.0,1.0,0.0,4,5,1,1,0
44,1,1,0,0,0,0.0,0.0,1.0,5,2,1,1,0
34,0,0,0,0,0,-1.0,1.0,1.0,1,1,0,1,1
29,1,1,0,0,0,3.0,1.0,0.0,2,2,1,1,1
20,1,1,0,0,0,34.0,108.0,0.0,10,8,1,0,1
29,1,8,0,0,0,-1.0,65.0,5.0,9,4,0,1,0
48,1,5,0,0,0,-1.0,1.0,0.0,4,3,1,1,1
31,0,0,0,0,0,-5.0,5.0,4.0,6,4,0,1,0
21,1,2,0,0,0,-10.0,10.0,0.0,6,5,1,0,0
34,1,4,0,0,0,-1.0,1.0,0.0,5,6,1,1,0
54,1,21,0,0,0,-1.0,1.0,0.0,6,1,1,1,0
20,1,4,0,4,0,-1.0,1.0,0.0,10,10,1,1,0
31,1,1,0,0,0,-1.0,1.0,36.0,3,3,1,1,1
22,1,0,0,0,0,0.0,0.0,0.0,4,5,0,1,0
36,1,6,0,0,0,-1.0,1.0,0.0,4,1,0,1,0
34,1,9,3,1,0,-1.0,1.0,0.0,7,6,1,1,1
50,1,15,0,0,0,-1.0,1.0,1.0,8,4,0,1,0
47,1,22,4,0,0,0.0,0.0,3.0,10,5,1,1,1
49,0,0,0,0,0,-1.0,1.0,1.0,1,1,0,1,0
25,0,7,0,0,0,-102.0,102.0,95.0,9,10,1,1,1
31,1,1,0,0,0,-1.0,444.0,1.0,4,2,0,1,0
49,1,10,0,0,0,-1.0,1.0,9.0,3,2,1,1,1
21,1,2,1,0,1,-1.0,0.0,36.0,9,9,1,0,0
26,0,5,0,0,0,-1.0,1.0,1.0,7,5,1,1,1
29,1,0,0,0,0,-1.0,1.0,1.0,2,3,1,1,0
61,1,0,0,0,0,-1.0,1.0,0.0,1,1,1,0,0
25,0,2,0,0,0,16.0,44.0,0.0,9,7,1,1,1
26,0,1,0,0,0,-31.0,31.0,0.0,2,2,1,1,0
38,1,5,0,0,0,-1.0,1.0,1.0,4,1,1,1,0
35,1,2,0,0,0,-1.0,1.0,0.0,1,2,0,1,0
50,1,10,0,0,0,-48.0,48.0,47.0,5,2,1,0,0
55,1,8,0,0,0,-1.0,1.0,6.0,1,1,1,1,1
32,1,4,0,0,0,0.0,1.0,44.0,4,2,1,1,1
29,1,1,0,0,0,-18.0,18.0,2.0,2,3,1,0,0
46,1,0,0,0,0,0.0,0.0,0.0,1,1,1,1,0
53,1,1,0,0,0,-1.0,1.0,0.0,5,5,0,1,0
27,0,1,0,0,0,-1.0,0.0,25.0,5,5,1,0,1
29,1,4,0,0,0,-2.0,2.0,0.0,8,7,1,1,0
26,1,0,0,0,0,-1.0,1.0,2.0,1,2,1,1,1
23,1,3,0,0,0,-1.0,1.0,0.0,2,3,0,1,1
43,1,3,0,0,0,21.0,33.0,2.0,3,2,0,1,1
24,1,1,0,0,0,-1.0,1.0,1.0,2,3,0,1,0
33,1,18,0,0,0,0.0,0.0,1.0,10,9,1,1,1
32,1,1,0,0,0,-1.0,1.0,21.0,6,3,0,1,1
38,0,7,0,0,0,0.0,1.0,39.0,10,9,1,1,1
40,1,20,0,0,0,-1.0,1.0,1.0,7,4,1,1,0
36,0,1,0,0,0,-1.0,1.0,0.0,1,2,0,1,0
34,1,16,0,0,0,-1.0,1.0,1.0,9,2,1,1,1
41,1,1,0,0,0,-1.0,1.0,2.0,2,1,0,1,1
57,1,7,0,0,0,-1.0,1.0,151.0,1,1,1,0,0
26,1,1,0,0,0,-1.0,1.0,1.0,5,4,1,0,0
39,1,2,0,0,0,-88.0,88.0,31.0,6,3,1,0,1
45,1,0,0,0,0,0.0,0.0,0.0,3,1,1,1,1
26,1,2,0,0,1,-7.0,7.0,7.0,3,3,1,1,0
48,0,0,0,0,0,-1.0,1.0,1.0,1,1,1,1,0
52,1,7,0,0,0,-1.0,1.0,0.0,2,2,0,1,0
22,1,2,0,0,0,-1.0,1.0,31.0,3,5,1,0,1
43,0,0,0,0,0,-1.0,1.0,1.0,1,1,0,1,0
24,1,3,0,0,0,0.0,0.0,35.0,5,4,1,1,0
27,1,11,0,0,0,-1.0,1.0,5.0,7,5,1,1,1
23,1,2,0,1,0,-1.0,1.0,22.0,9,7,1,1,0
56,1,28,0,0,0,-69.0,69.0,60.0,7,4,1,1,0
28,1,2,0,0,0,-1.0,1.0,0.0,6,4,1,1,1
21,1,0,0,0,0,0.0,0.0,0.0,5,6,1,1,0
33,1,5,0,0,0,-1.0,1019.0,1.0,9,3,0,1,1
25,1,1,0,0,0,-1.0,1.0,1.0,8,8,1,1,1
36,1,17,0,2,0,-1.0,1.0,15.0,8,5,1,0,1
25,0,0,0,0,0,0.0,0.0,0.0,5,3,1,1,0
46,1,0,0,0,0,-1.0,2.0,0.0,5,3,0,1,0
24,0,0,0,0,0,0.0,0.0,2.0,7,4,1,0,0
28,1,4,0,0,0,0.0,0.0,5.0,7,6,1,1,1
28,1,12,0,0,1,-2.0,2.0,1.0,7,3,0,1,1
23,1,0,0,0,0,0.0,0.0,1.0,3,5,0,1,1
24,1,0,0,0,0,0.0,0.0,0.0,3,4,0,1,0
40,1,0,0,0,0,0.0,0.0,-1.0,3,3,0,1,0
36,1,1,0,0,0,0.0,0.0,0.0,2,1,0,1,0
50,1,1,0,0,0,-1.0,1.0,40.0,6,3,0,1,1
24,1,0,0,0,0,0.0,0.0,0.0,2,3,0,1,0
55,0,2,0,0,0,-1.0,1.0,1.0,1,1,1,1,0
22,1,0,0,0,0,-1.0,1.0,2.0,7,8,1,1,1
38,1,14,0,0,0,-1.0,1.0,56.0,7,3,1,1,0
31,1,1,0,0,0,-1.0,1.0,1.0,1,2,1,1,0
30,0,3,0,0,0,-1.0,1.0,0.0,2,2,1,1,0
52,1,1,0,0,0,714.0,94.0,40.0,1,1,1,0,0
37,1,16,0,0,0,-1.0,1.0,2.0,8,3,1,0,1
41,0,1,0,0,0,0.0,0.0,29.0,2,1,0,1,0
20,1,0,0,0,0,-1.0,1.0,0.0,5,7,1,1,1
21,1,0,0,0,0,0.0,0.0,0.0,4,7,0,1,1
22,1,1,0,0,0,0.0,1.0,8.0,5,5,0,1,0
38,1,7,0,0,0,-1.0,1.0,197.0,6,8,0,1,0
31,1,0,0,0,0,-1.0,1.0,8.0,5,2,1,1,0
28,1,0,0,0,0,0.0,1.0,53.0,7,4,1,1,0
21,1,2,0,1,0,-1.0,1.0,2.0,7,8,1,1,1
39,1,1,0,0,0,-1.0,1.0,0.0,8,4,1,1,0
34,1,22,0,0,0,-1.0,1.0,1.0,7,2,1,1,1
32,1,2,0,1,0,293.0,179.0,69.0,2,2,1,0,0
45,1,0,0,0,0,0.0,1.0,1.0,1,1,0,1,0
36,1,7,0,0,2,-32.0,32.0,7.0,5,5,0,0,0
24,1,0,0,0,0,-1.0,1.0,15.0,9,6,0,1,1
27,1,9,0,0,0,-1.0,1.0,0.0,7,6,1,1,1
30,1,0,0,0,0,0.0,0.0,0.0,1,2,1,0,0
61,1,8,0,0,0,-35.0,11.0,34.0,6,3,0,0,0
43,1,2,0,0,0,0.0,0.0,0.0,1,1,1,0,0
26,1,1,0,0,0,-1.0,1.0,0.0,4,3,1,1,0
32,1,7,0,3,0,-1.0,1.0,5.0,2,2,1,0,0
57,0,2,0,0,0,-1.0,1.0,0.0,1,1,1,1,0
40,0,0,0,0,0,0.0,0.0,0.0,1,1,0,1,0
33,1,6,0,0,0,-1.0,0.0,152.0,6,6,1,1,1
30,1,2,0,0,0,-1.0,1.0,1.0,5,3,1,1,1
29,1,1,0,0,0,-1.0,61.0,11.0,10,10,0,1,0
21,0,1,0,0,0,132.0,138.0,-1.0,8,9,1,0,0
36,1,2,0,0,0,-4.0,4.0,0.0,2,2,0,1,0
59,1,17,0,0,0,-189.0,463.0,178.0,4,4,1,1,0
35,1,6,0,0,0,0.0,0.0,0.0,8,5,1,0,1
49,1,0,0,0,0,-1.0,1.0,1.0,2,1,0,1,0
26,1,5,0,0,0,0.0,1.0,-1.0,9,9,1,0,1
21,1,2,0,1,0,-1.0,1.0,8.0,5,5,1,1,1
49,1,29,0,0,0,-1.0,1.0,0.0,6,1,1,1,1
23,1,1,0,0,0,87.0,165.0,177.0,10,9,1,0,0
37,0,23,0,0,0,0.0,2.0,-1.0,8,4,0,1,1
33,1,0,0,0,0,-1.0,1.0,0.0,2,1,0,1,0
20,1,1,1,0,0,39.0,435.0,37.0,3,6,1,0,1
28,1,1,0,0,0,-39.0,39.0,14.0,10,10,1,0,0
29,1,3,0,0,0,0.0,1.0,-1.0,2,2,1,1,1
25,1,1,0,0,1,0.0,0.0,0.0,5,4,1,1,1
20,1,2,0,0,0,-1.0,1.0,33.0,8,7,1,0,1
30,1,3,0,0,0,-39.0,39.0,0.0,9,5,0,1,1
55,1,5,0,0,0,-1.0,1.0,300.0,4,3,1,1,0
26,1,0,0,0,0,-1.0,2.0,1.0,4,4,0,1,0
52,0,6,0,0,0,-13.0,13.0,6.0,1,1,1,0,0
52,1,16,0,0,0,-1.0,1.0,0.0,8,5,1,0,1
27,1,1,0,0,0,-1.0,1.0,2.0,7,4,1,1,1
60,1,2,0,0,0,-1.0,1.0,10.0,2,1,0,1,0
44,1,0,0,0,0,-1.0,1.0,2.0,2,1,0,1,0
30,1,1,0,0,0,-18.0,18.0,17.0,2,2,1,1,0
25,0,2,0,0,0,-1.0,1.0,0.0,4,4,0,1,0
20,0,4,0,0,0,-1.0,1.0,2.0,8,6,1,0,1
28,1,3,0,0,0,-1.0,1.0,37.0,7,7,1,1,1
39,1,3,0,0,0,-39.0,40.0,38.0,4,2,0,1,0
22,1,1,0,0,0,-12.0,13.0,11.0,6,4,1,1,0
24,1,1,0,0,0,-1.0,1.0,0.0,8,5,1,1,1
28,0,0,0,0,0,-1.0,1.0,191.0,3,4,1,1,0
35,1,10,0,0,0,-28.0,28.0,22.0,6,1,1,0,1
30,1,0,0,0,0,0.0,0.0,0.0,1,2,0,1,0
22,1,0,0,0,2,-1.0,1.0,7.0,3,5,1,1,1
39,1,9,0,0,0,0.0,0.0,0.0,5,1,1,1,0
46,0,1,0,0,0,-1.0,1.0,0.0,1,1,1,0,0
47,1,3,0,0,0,-1.0,1.0,3.0,2,1,0,1,0
26,1,5,0,0,0,-1.0,1.0,323.0,7,6,0,1,0
33,1,3,0,0,0,-130.0,130.0,130.0,4,4,1,0,0
23,0,0,0,0,0,-1.0,1.0,25.0,3,4,1,1,0
52,0,0,0,0,0,0.0,0.0,0.0,7,3,1,1,1
22,0,0,0,0,5,-1.0,1.0,0.0,5,5,0,1,1
54,1,0,0,0,0,-1.0,1.0,2.0,2,1,1,1,0
50,1,2,0,0,0,0.0,1760.0,30.0,6,5,0,1,0
20,1,2,0,0,4,-1.0,1.0,1.0,5,7,1,1,1
25,1,1,0,0,0,-1.0,1.0,0.0,3,5,1,1,0
46,0,0,0,0,0,0.0,0.0,0.0,1,1,1,1,0
26,1,1,0,0,1,123.0,555.0,1.0,10,6,1,0,1
22,1,0,0,0,0,-1.0,1.0,1.0,4,5,0,1,0
38,1,10,1,0,0,0.0,0.0,-1.0,4,1,1,1,1
36,0,9,0,0,0,-1.0,1.0,0.0,1,1,1,1,1
34,0,5,0,0,0,-1.0,1.0,9.0,2,1,1,1,1
18,1,4,5,0,2,7.0,138.0,23.0,5,9,1,0,1
26,0,3,0,0,0,-1.0,1.0,1.0,6,4,1,1,1
23,0,0,0,0,0,-1.0,1.0,11.0,6,5,1,1,0
32,0,8,0,0,1,-8.0,8.0,7.0,5,2,0,1,1
44,1,1,0,0,0,0.0,0.0,0.0,1,1,0,1,1
53,1,9,0,0,0,-1.0,1.0,117.0,4,7,1,1,1
27,1,6,0,0,0,841.0,127.0,119.0,5,5,1,1,0
27,1,4,0,0,0,0.0,0.0,0.0,4,2,1,1,1
25,1,2,0,0,0,0.0,0.0,0.0,6,7,1,1,0
48,1,18,0,0,0,48.0,77.0,134.0,6,1,1,1,1
19,1,1,0,1,3,-1.0,1.0,8.0,10,10,1,1,1
53,1,0,0,0,0,-1.0,1.0,11.0,2,1,1,1,0
39,1,0,0,0,0,-3.0,3.0,0.0,3,4,0,1,0
37,1,2,0,0,0,-1.0,1.0,51.0,4,3,1,0,1
27,1,6,1,0,0,0.0,0.0,0.0,8,5,1,1,1
29,0,1,0,0,0,-45.0,45.0,6.0,4,2,1,1,1
21,0,2,0,0,0,-10.0,10.0,1.0,10,8,1,1,1
24,0,7,0,0,0,-1.0,1.0,1.0,9,7,1,1,0
33,1,0,0,0,0,-1.0,1.0,1.0,1,1,0,1,0
24,0,1,0,0,4,-24.0,24.0,0.0,4,4,0,1,0
46,1,1,0,0,0,-4.0,4.0,0.0,1,1,1,1,0
32,1,7,0,0,0,-1.0,1.0,1.0,7,3,1,1,0
24,1,2,0,0,0,-25.0,25.0,9.0,3,4,1,1,0
38,0,0,0,0,0,-1.0,1.0,2.0,1,1,1,1,0
30,1,13,0,2,2,0.0,0.0,2.0,10,9,1,1,1
26,1,27,0,2,2,-1.0,1.0,10.0,9,10,0,1,1
